"","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","torque","rpm","brand","car_type","age"
"3581",2007,250,100,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,190,2000,"Maruti","Small",14
"3582",2008,290,120,"Diesel","Individual","Manual","Second Owner",12.05,2179,120,8,290,2800,"Mahindra","Medium",13
"3583",2016,525,60,"Petrol","Individual","Automatic","First Owner",16.9,1197,82,5,114,4000,"Hyundai","Small",5
"3584",2008,250,110,"Diesel","Individual","Manual","Third Owner",10.5,2609,120,7,290,2800,"Mahindra","Medium",13
"3585",2007,90,64,"Petrol","Individual","Manual","First Owner",17.926,967.35,57.865,4.85,69.9,3315,"Hyundai","Small",14
"3586",2017,430,10,"Petrol","Individual","Manual","First Owner",23.1,998,67.04,5,90,3500,"Maruti","Small",4
"3587",2017,630,35,"Petrol","Individual","Manual","First Owner",21.4,1197,83.1,5,115,4000,"Maruti","Small",4
"3588",2018,550,23,"Petrol","Individual","Manual","First Owner",20.3,1199,84,5,114,3500,"Tata","Small",3
"3589",2019,630,15,"Diesel","Individual","Manual","Second Owner",28.4,1248,74,5,190,2000,"Maruti","Small",2
"3590",2018,850,20,"Diesel","Individual","Manual","First Owner",18.49,2179,120,9,280,2800,"Mahindra","Large",3
"3591",2011,455,90,"Diesel","Individual","Manual","First Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",10
"3592",2011,445,90,"Diesel","Individual","Manual","First Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",10
"3593",2013,370,80,"Diesel","Individual","Manual","First Owner",21.9,1396,88.76,5,219,2750,"Hyundai","Small",8
"3594",2016,500,50,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",5
"3595",2005,95,50,"Diesel","Individual","Manual","Second Owner",17.667,956.8,56.705,4.8,63.75,3120,"Tata","Small",16
"3596",2012,140,185,"Diesel","Individual","Manual","Second Owner",19.4,1405,70,5,135,2500,"Tata","Small",9
"3597",2019,550,40,"Petrol","Individual","Manual","First Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",2
"3598",2017,300,30,"Petrol","Individual","Manual","First Owner",23.01,999,67,5,91,4250,"Renault","Small",4
"3599",2011,150,120,"Diesel","Individual","Manual","First Owner",23.03,1396,69,5,140,3000,"Tata","Small",10
"3600",2011,230,500,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",10
"3601",2017,880,46,"Diesel","Individual","Manual","First Owner",15.4,2179,120,7,280,2800,"Mahindra","Medium",4
"3602",2011,900,120,"Diesel","Individual","Manual","First Owner",11.5,2982,171,7,343,3400,"Toyota","Medium",10
"3603",2015,720,80,"Diesel","Individual","Manual","First Owner",15.4,2523,75,9,200,2200,"Mahindra","Large",6
"3604",2016,550,90,"Diesel","Individual","Manual","Second Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",5
"3605",2015,720,90,"Diesel","Individual","Manual","First Owner",15.4,2523,75,9,200,2200,"Mahindra","Large",6
"3606",2006,70,80,"Petrol","Individual","Manual","Second Owner",16.035,1355.35,80.595,5.1,82,3395,"Hyundai","Medium",15
"3607",2016,535,70,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,190,2000,"Maruti","Small",5
"3608",2015,320,91,"Diesel","Individual","Manual","Third Owner",24.4,1120,71,5,180,2500,"Hyundai","Small",6
"3609",2015,500,90,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",6
"3610",2014,525,110,"Diesel","Individual","Manual","Second Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",7
"3611",2019,220,90,"Petrol","Individual","Manual","First Owner",23.01,999,67,5,91,4250,"Renault","Small",2
"3612",2018,350,50,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,114,3500,"Tata","Small",3
"3613",2016,530,60,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,240,2800,"Mahindra","Medium",5
"3614",2013,215,35,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",8
"3615",2012,335,100,"Diesel","Individual","Manual","First Owner",20.54,1598,103.6,5,250,2500,"Volkswagen","Small",9
"3616",2015,320,90,"Diesel","Individual","Manual","Second Owner",24.4,1120,71,5,180,2500,"Hyundai","Small",6
"3617",2011,135,120,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,160,2000,"Ford","Small",10
"3618",2009,175,95,"Petrol","Individual","Manual","Second Owner",19,998,66.1,5,90,3500,"Maruti","Small",12
"3619",2017,800,35,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",4
"3620",2007,78,38,"Petrol","Individual","Manual","Second Owner",15.3,1193,65.3,5,102,2600,"Tata","Small",14
"3621",2014,565,56,"Petrol","Individual","Manual","Second Owner",17.4,1497,117.3,5,145,4600,"Honda","Small",7
"3622",2017,575,50,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",4
"3623",2014,170,70,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",7
"3624",2014,251,30,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",7
"3625",2015,950,188,"Diesel","Individual","Manual","First Owner",16,2179,140,7,330,2800,"Mahindra","Medium",6
"3626",2014,650,60,"Petrol","Individual","Manual","First Owner",17.8,1497,117.3,5,145,4600,"Honda","Small",7
"3627",2013,550,133,"Diesel","Individual","Manual","First Owner",14,2179,138.1,7,320,2700,"Tata","Medium",8
"3628",2010,650,160,"Diesel","Individual","Manual","First Owner",12.8,2494,102,7,20,3400,"Toyota","Medium",11
"3629",2013,800,150,"Diesel","Individual","Manual","Second Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",8
"3630",2020,251,30,"Petrol","Individual","Manual","First Owner",22.05,796,47.3,5,69,3500,"Maruti","Small",1
"3631",2013,170,60,"Petrol","Individual","Manual","Second Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",8
"3632",2013,250,30,"Diesel","Individual","Manual","First Owner",19.09,1396,69,5,135,2500,"Tata","Small",8
"3633",2014,312,80,"Petrol","Individual","Manual","First Owner",13.7,1399,98.82,7,131,4400,"Chevrolet","Medium",7
"3634",2014,250,20,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,69,3500,"Maruti","Small",7
"3635",2013,200,80,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",8
"3636",2016,670,73,"Diesel","Individual","Manual","First Owner",15.4,2523,75,7,200,2200,"Mahindra","Medium",5
"3637",2017,270,50,"Petrol","Individual","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",4
"3638",2012,360,200,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",9
"3639",2018,630,46,"Diesel","Individual","Manual","First Owner",28.4,1248,74,5,190,2000,"Maruti","Small",3
"3640",2003,55.6,36.09,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,59,2500,"Maruti","Small",18
"3641",2018,400,50,"Diesel","Individual","Manual","First Owner",23.5,909,45,8,98,3000,"Mahindra","Medium",3
"3642",2014,420,50,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",7
"3643",2018,764,25,"Petrol","Individual","Manual","First Owner",20.73,1373,91.1,5,130,4000,"Maruti","Small",3
"3644",2019,710,30,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",2
"3645",2018,1575,30,"Diesel","Individual","Manual","First Owner",17.6,2179,153.86,7,400,2500,"Tata","Medium",3
"3646",2018,1050,13,"Diesel","Individual","Manual","First Owner",17,2200,139.01,7,321,2400,"Force","Medium",3
"3647",2019,1000,15,"Petrol","Individual","Manual","First Owner",19.01,1462,103.2,6,138,4400,"Maruti","Medium",2
"3648",2017,650,44,"Diesel","Dealer","Manual","First Owner",23.65,1248,88.5,5,200,1750,"Maruti","Small",4
"3649",2015,600,63,"Diesel","Individual","Manual","First Owner",22.77,1498,98.59,5,205,3250,"Ford","Small",6
"3650",2016,510,110,"Diesel","Individual","Manual","First Owner",18.49,1493,100,7,240,2800,"Mahindra","Medium",5
"3651",2017,610,14,"Petrol","Individual","Manual","First Owner",19.1,1197,82,5,114,4000,"Hyundai","Small",4
"3652",2017,310,35,"Petrol","Individual","Manual","First Owner",24.7,796,47.3,5,69,3500,"Maruti","Small",4
"3653",2016,720,35,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",5
"3654",2012,158,110,"Diesel","Individual","Manual","Second Owner",19.09,1396,69,5,135,2500,"Tata","Small",9
"3655",2011,175,85.7,"Diesel","Individual","Manual","Second Owner",17,1405,70,5,13,2500,"Tata","Small",10
"3656",2010,217,120,"Diesel","Individual","Manual","First Owner",21.1,1248,73.9,5,113,4500,"Maruti","Small",11
"3657",2013,485,50,"Diesel","Individual","Manual","First Owner",25.8,1498,98.6,5,200,1750,"Honda","Small",8
"3658",2012,315,100,"Diesel","Individual","Manual","First Owner",20.5365,1370.55,86.0705,5,152.75,2680,"Toyota","Small",9
"3659",2016,550,35,"Diesel","Individual","Manual","First Owner",24.4,1120,71,5,180,2500,"Hyundai","Small",5
"3660",2012,280,70,"Petrol","Individual","Manual","Second Owner",18.6,1197,85.8,5,114,4000,"Maruti","Small",9
"3661",2013,350,90,"Petrol","Individual","Manual","First Owner",14.09,1596,99.6,5,146,3400,"Ford","Small",8
"3662",2017,1150,42,"Diesel","Individual","Manual","Second Owner",16,2179,140,7,330,2800,"Mahindra","Medium",4
"3663",2016,420,30,"Petrol","Individual","Manual","Second Owner",18.9,1197,82,5,114,4000,"Hyundai","Small",5
"3664",2017,810,80,"Petrol","Individual","Manual","First Owner",20.73,1373,91.1,5,130,4000,"Maruti","Small",4
"3665",2011,290,90,"Petrol","Individual","Manual","Third Owner",17,1197,80,5,11,4000,"Hyundai","Small",10
"3666",2012,180,60,"Petrol","Individual","Manual","First Owner",18.6,1199,79.4,5,108,4400,"Chevrolet","Small",9
"3667",2010,160,162,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,101,3000,"Maruti","Small",11
"3668",2017,66,70,"Petrol","Individual","Manual","Third Owner",23.9,624,37.48,4,51,4000,"Tata","Small",4
"3669",2015,369,20,"Petrol","Individual","Manual","Second Owner",20.51,998,67.04,5,90,3500,"Maruti","Small",6
"3670",2012,300,80,"Diesel","Individual","Manual","Second Owner",13.93,2179,138.1,7,320,2700,"Tata","Medium",9
"3671",2008,350,90,"Diesel","Individual","Manual","First Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",13
"3672",2008,220,120,"Petrol","Individual","Automatic","Second Owner",19.2,1197,80,5,11,4000,"Hyundai","Small",13
"3673",2005,160,220,"Diesel","Individual","Manual","First Owner",14.8,2499,80,10,19,1800,"Chevrolet","Large",16
"3674",2009,221,100,"Diesel","Individual","Manual","Second Owner",17.8,1248,75,5,190,2000,"Maruti","Small",12
"3675",2017,400,35,"Petrol","Individual","Manual","First Owner",17.57,1193,88.7,5,140,4000,"Tata","Small",4
"3676",2004,250,120,"Petrol","Individual","Manual","Second Owner",13.4,2362,164.7,5,224,4000,"Toyota","Small",17
"3677",2011,390,120,"Diesel","Individual","Manual","Fourth & Above Owner",13.6,2523,63,7,180,1500,"Mahindra","Medium",10
"3678",2012,190,110,"Petrol","Individual","Manual","First Owner",15.37,1196,73,5,101,3000,"Maruti","Small",9
"3679",2017,300,60,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,72,4386,"Renault","Small",4
"3680",2017,750,27,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",4
"3681",2016,650,50,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,190,2000,"Maruti","Small",5
"3682",2018,635,40,"Petrol","Individual","Manual","First Owner",17.8,1198,86.7,5,109,4500,"Honda","Small",3
"3683",2013,520,88,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",8
"3684",2020,1500,50,"Diesel","Individual","Manual","First Owner",16.36,2179,140,7,320,2800,"Mahindra","Medium",1
"3685",2012,415,80,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",9
"3686",2019,700,60,"Diesel","Individual","Manual","First Owner",22.54,1396,88.76,5,219,2750,"Hyundai","Small",2
"3687",2017,485,26,"Petrol","Individual","Manual","Second Owner",21.21,1197,81.8,5,113,4200,"Maruti","Small",4
"3688",2007,120,80,"Petrol","Individual","Manual","Second Owner",16.6,1388,68,5,16,2000,"Ford","Small",14
"3689",2014,220,60,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",7
"3690",2014,320,80,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,111,4000,"Hyundai","Small",7
"3691",2011,375,90,"Diesel","Individual","Manual","Second Owner",22.9,1248,74,5,190,2000,"Maruti","Small",10
"3692",2012,440,80,"Diesel","Individual","Manual","Second Owner",22.32,1582,126.32,5,259,2750,"Hyundai","Small",9
"3693",2019,550,15,"Petrol","Individual","Automatic","First Owner",18.9,1197,81.86,5,113,4000,"Hyundai","Small",2
"3694",2017,640,35,"Diesel","Individual","Manual","Second Owner",25.2,1248,74,5,190,2000,"Maruti","Small",4
"3695",2014,420,120,"Diesel","Individual","Manual","First Owner",23.59,1364,67.04,5,170,2400,"Toyota","Small",7
"3696",2016,330,63,"Diesel","Individual","Manual","Third Owner",24,1120,70,5,160,2750,"Hyundai","Small",5
"3697",2019,800,25,"Diesel","Individual","Manual","First Owner",21.66,1498,108.62,5,250,3000,"Volkswagen","Small",2
"3698",2011,240,64.5,"Petrol","Individual","Manual","First Owner",18.9,998,67.1,5,90,3500,"Maruti","Small",10
"3699",2016,360,100,"Diesel","Individual","Manual","Second Owner",25.32,1198,77,6,190,2250,"Mahindra","Medium",5
"3700",2017,750,40,"Diesel","Individual","Manual","First Owner",23.9,1582,126.2,5,259,2750,"Hyundai","Small",4
"3701",2017,570,15,"Petrol","Individual","Manual","Second Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",4
"3702",2015,450,25,"Diesel","Individual","Manual","First Owner",23.59,1364,67.04,5,170,2400,"Toyota","Small",6
"3703",2016,270,82,"Petrol","Individual","Manual","Third Owner",18.5,1197,85.8,5,114,4000,"Maruti","Small",5
"3704",2012,460,87,"Diesel","Individual","Manual","First Owner",20.77,1248,88.76,7,200,1750,"Maruti","Medium",9
"3705",2015,240,80,"Petrol","Individual","Manual","Second Owner",23.95,998,67.05,5,90,3500,"Maruti","Small",6
"3706",2012,320,110,"Diesel","Individual","Manual","Third Owner",19.01,1461,108.45,5,248,2250,"Renault","Small",9
"3707",2011,149,148,"Diesel","Individual","Manual","Second Owner",21.12,1248,88.8,5,200,3000,"Tata","Small",10
"3708",2018,1500,40,"Diesel","Individual","Manual","First Owner",16.36,2179,140,7,320,2800,"Mahindra","Medium",3
"3709",2011,180,70,"Petrol","Individual","Manual","First Owner",16.36,1495,93.7,5,124,3500,"Hyundai","Small",10
"3710",2008,65,40,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,59,2500,"Maruti","Small",13
"3711",2010,130,120,"Diesel","Individual","Manual","First Owner",17,1405,70,5,13,2500,"Tata","Small",11
"3712",2012,330,60,"Diesel","Individual","Manual","First Owner",17.8,1399,67,5,160,2000,"Ford","Small",9
"3713",2011,190,90,"Diesel","Dealer","Manual","First Owner",18.8,1248,90,5,200,3000,"Tata","Small",10
"3714",2014,501,68,"Diesel","Dealer","Manual","First Owner",22.9,1248,74,5,190,2000,"Maruti","Small",7
"3715",2017,600,24.5,"Diesel","Dealer","Manual","First Owner",25.8,1498,98.6,5,200,1750,"Honda","Small",4
"3716",2012,570,77,"Diesel","Dealer","Manual","Second Owner",15.1,2179,140,7,330,2800,"Mahindra","Medium",9
"3717",2015,450,85,"Diesel","Dealer","Manual","First Owner",25.8,1498,98.6,5,200,1750,"Honda","Small",6
"3718",2011,285,45.5,"Petrol","Dealer","Manual","First Owner",16.78,1496,88.73,5,132,3000,"Toyota","Small",10
"3719",2014,490,67,"Diesel","Dealer","Manual","First Owner",28.4,1248,74,5,190,2000,"Maruti","Small",7
"3720",2014,500,77,"Diesel","Dealer","Manual","First Owner",28.4,1248,74,5,190,2000,"Maruti","Small",7
"3721",2016,275,47,"Petrol","Dealer","Manual","First Owner",21.1,814,55.2,5,74,4000,"Hyundai","Small",5
"3722",2017,440,57,"Petrol","Dealer","Manual","First Owner",23.84,1199,84.48,5,113,3300,"Tata","Small",4
"3723",2018,825,71.5,"Diesel","Dealer","Manual","First Owner",22.54,1396,88.73,5,219,2750,"Hyundai","Small",3
"3724",2012,411,110,"Diesel","Dealer","Manual","First Owner",23.59,1364,67.04,5,170,2400,"Toyota","Small",9
"3725",2013,470,82,"Diesel","Dealer","Manual","Second Owner",26.59,1248,74,5,190,2000,"Maruti","Small",8
"3726",2013,445,70,"Diesel","Dealer","Manual","Second Owner",28.4,1248,74,5,190,2000,"Maruti","Small",8
"3727",2017,752,28,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",4
"3728",2016,650,125,"Diesel","Dealer","Manual","Second Owner",21.14,1498,103.52,5,250,2500,"Skoda","Small",5
"3729",2013,450,67,"Diesel","Dealer","Manual","Second Owner",28.4,1248,74,5,190,2000,"Maruti","Small",8
"3730",2011,350,93.5,"Petrol","Dealer","Manual","Third Owner",17,1497,118,5,146,4800,"Honda","Small",10
"3731",2012,511,8.5,"Petrol","Dealer","Manual","First Owner",22,1197,81.8,5,113,4200,"Maruti","Small",9
"3732",2016,700,80,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",5
"3733",2016,1800,30,"Diesel","Individual","Automatic","First Owner",11.36,2755,171.5,7,360,3400,"Toyota","Medium",5
"3734",2018,550,14.2,"Petrol","Individual","Manual","First Owner",18.16,1196,86.8,5,112,4000,"Ford","Small",3
"3735",2007,142,97,"Petrol","Individual","Manual","First Owner",16.6,1388,68,5,16,2000,"Ford","Small",14
"3736",2012,725,90,"Diesel","Individual","Manual","First Owner",13.93,2179,138,7,320,2700,"Tata","Medium",9
"3737",2017,630,30,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",4
"3738",2015,480,50,"Petrol","Individual","Manual","First Owner",18.6,1197,81.83,5,114,4000,"Hyundai","Small",6
"3739",2016,330,30,"Petrol","Individual","Manual","First Owner",23.95,998,67.05,5,90,3500,"Maruti","Small",5
"3740",2017,500,20,"Petrol","Individual","Manual","First Owner",11.96,1298,80,8,103,4500,"Maruti","Medium",4
"3741",2012,300,60.3,"Diesel","Individual","Manual","First Owner",22.07,1199,73.9,5,180,2000,"Volkswagen","Small",9
"3742",2015,400,35,"Diesel","Individual","Manual","First Owner",23,1248,88.7,5,200,3000,"Tata","Small",6
"3743",2011,320,80,"Diesel","Individual","Manual","First Owner",13.93,2179,138.03,7,320,2700,"Tata","Medium",10
"3744",2008,180,44.39,"Petrol","Individual","Manual","Second Owner",19.81,1086,68.05,5,99,4500,"Hyundai","Small",13
"3745",2016,530,58,"Diesel","Individual","Manual","First Owner",27.39,1248,74,5,190,2000,"Maruti","Small",5
"3746",2015,600,40,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,195,2200,"Mahindra","Medium",6
"3747",2017,780,66,"Diesel","Individual","Manual","Second Owner",24.52,1248,88.5,7,200,1750,"Maruti","Medium",4
"3748",2016,700,110,"Diesel","Individual","Manual","First Owner",26,1498,98.6,5,200,1750,"Honda","Small",5
"3749",2013,175,56.31,"Diesel","Individual","Manual","First Owner",25.44,936,57.6,5,150,1750,"Chevrolet","Small",8
"3750",2017,735,70,"Diesel","Individual","Manual","First Owner",16.5,1493,70,7,195,2200,"Mahindra","Medium",4
"3751",2013,325,120,"Diesel","Individual","Manual","First Owner",23.59,1364,67.06,5,170,2400,"Toyota","Small",8
"3752",2006,225,100,"Diesel","Individual","Manual","First Owner",14.8,2499,80,10,19,1800,"Chevrolet","Large",15
"3753",2015,350,90,"Diesel","Individual","Manual","Second Owner",23,1248,88.7,5,200,3000,"Tata","Small",6
"3754",2007,85,160,"Petrol","Individual","Manual","Fourth & Above Owner",18.2,998,67.1,5,90,3500,"Maruti","Small",14
"3755",2006,150,100,"Petrol","Individual","Manual","Fourth & Above Owner",13.4,1794,125,5,16,4200,"Toyota","Small",15
"3756",2009,225,120,"Diesel","Individual","Manual","Third Owner",19.3,1248,73.9,5,190,2000,"Maruti","Small",12
